OBJECTID,ACCIDENTNUM,ACCIDENTDATE,ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_MINUTE,ACCIDENT_SECOND,ACCIDENT_WEEKDAY,XCOORD,YCOORD,LONGITUDE,LATITUDE,ACCIDENTLOCATION,COLLISIONTYPE,CLASSIFICATIONOFACCIDENT,IMPACTLOCATION,INITIALDIRECTIONOFTRAVELONE,INITIALDIRECTIONOFTRAVELTWO,INITIALIMPACTTYPE,INTTRAFFICCONTROL,LIGHT,LIGHTFORREPORT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,ENVIRONMENTCONDITION2,SELFREPORTED,XMLIMPORTNOTES,LASTEDITEDDATE,CREATE_BY,CREATE_DATE
46747,17-170792,1501606800000,2017,8,1,17,0,0,Tuesday,537423.9906,4807484.2687,-80.537705,43.419321,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,True,Clear,,False,WINDING WAY; WINDING WAY,3/7/2019 1:04:28 PM,,
46748,17-170892,1501616760000,2017,8,1,19,46,0,Tuesday,543303.28472,4804588.98897,-80.46531,43.392935,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,HURON RD; STRASBURG RD; 89 M,3/7/2019 1:04:27 PM,,
46749,17-171653,1501682400000,2017,8,2,14,0,0,Wednesday,541068.0,4811108.0,0.0,0.0,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ORR CRT; ORR CRT; Near,3/7/2019 1:04:26 PM,,
46750,17-172430,1501775280000,2017,8,3,15,48,0,Thursday,543070.99909,4812802.72394,-80.46753,43.466905999999994,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,RIVERBEND DR; WELLINGTON ST N,3/7/2019 1:04:25 PM,,
46751,17-172517,1501777080000,2017,8,3,16,18,0,Thursday,543444.54455,4805629.20592,-80.463483,43.402294,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Rain,,False,TRILLIUM DR; TRILLIUM DR ; Near,3/7/2019 1:04:24 PM,,
46752,17-172533,1501688700000,2017,8,2,15,45,0,Wednesday,541667.13289,4810871.10026,-80.485033,43.449593,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,SCOTT ST; SCOTT ST ; At,3/7/2019 1:04:23 PM,,
46753,17-172915,1501832460000,2017,8,4,7,41,0,Friday,543900.63342,4805125.35285,-80.457892,43.397729999999996,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,HURON RD; TRILLIUM DR ; Near; 47 M,3/7/2019 1:04:21 PM,,
46754,17-173090,1501844400000,2017,8,4,11,0,0,Friday,543138.31712,4812723.64697,-80.466704,43.46619,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,SHIRLEY AVE; WELLINGTON ST N; Near; 100 M,3/7/2019 1:04:20 PM,,
46755,17-173347,1501868340000,2017,8,4,17,39,0,Friday,543311.20203,4808446.10647,-80.464907,43.427665,Intersection related,1,Non-fatal injury,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,KIPLING AVE; WALTON AVE ; At; 50 M,3/7/2019 1:04:19 PM,,
46756,17-173351,1501568400000,2017,8,1,6,20,0,Tuesday,539441.89748,4809839.20379,-80.512608,43.440422,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,LAWRENCE AVE; LAWRENCE AVE; 1 M,3/7/2019 1:04:18 PM,,
